"Year","Indicator","ICB.NAME","quin_1","quin_2","quin_3","quin_4","quin_5","avg"
2010,"Life_Expectancy_Female","England",83.9523282791364,83.1632770871234,82.2586454606207,81.1889823479451,79.9237224965499,82.2980393065384
2010,"Life_Expectancy_Female","Nottingham and Nottinghamshire",83.7962312535543,82.8965575641126,81.9369362710501,80.9149977904284,79.8775765285109,82.2980393065384
2010,"Life_Expectancy_Female","Shropshire, Telford and Wrekin",82.912140629036,83.0886496633393,82.3392620661399,81.643357427596,81.1857936397797,82.2980393065384
2010,"Life_Expectancy_Female","Somerset",84.8772448156627,83.5597782655376,82.8748182572581,83.0167227383669,NA,82.2980393065384
2010,"Life_Expectancy_Female","South East London",84.8357213245695,83.7396470672622,83.2756171788819,81.9979554336967,81.2623753991198,82.2980393065384
2010,"Life_Expectancy_Female","South West London",84.6368857297196,83.5954074283404,82.5225703127615,81.7412526497321,80.2907130868051,82.2980393065384
2010,"Life_Expectancy_Female","South Yorkshire",85.5202738097456,83.4668909138931,82.1767115655051,80.6377189658993,79.777571295998,82.2980393065384
2010,"Life_Expectancy_Female","Staffordshire and Stoke-on-Trent",82.8378456061827,82.1203831542205,81.7933215752296,80.9203801156637,79.7969255292738,82.2980393065384
2010,"Life_Expectancy_Female","Suffolk and North East Essex",84.2437180358078,83.5941409803395,82.9937329433575,81.98774990689,79.981896580436,82.2980393065384
2010,"Life_Expectancy_Female","Surrey Heartlands",84.2225540205137,82.8243749948527,81.8573082693522,NA,NA,82.2980393065384
2010,"Life_Expectancy_Female","Sussex",83.5536105429074,83.5522982660736,82.88922241389,81.9777900582216,81.1852054603611,82.2980393065384
2010,"Life_Expectancy_Female","West Yorkshire",84.2176988882484,82.4221269129825,81.8205025377976,80.7423197922929,79.237084889297,82.2980393065384
2010,"Life_Expectancy_Female","Bath and North East Somerset, Swindon and Wiltshire",83.8941965169845,83.3187341090021,82.5813193680488,80.1910300833601,NA,82.2980393065384
2010,"Life_Expectancy_Female","Bedfordshire, Luton and Milton Keynes",83.2803822504412,82.5767452698974,81.3408375932893,80.0544578594175,79.6724720601213,82.2980393065384
2010,"Life_Expectancy_Female","Birmingham and Solihull",85.2164334048261,83.6304600496175,81.6884303377917,81.8945411851151,80.102556956009,82.2980393065384
2010,"Life_Expectancy_Female","Black Country",84.2602844582382,83.2519266987217,82.1010288078243,81.3259557226715,80.1513638597797,82.2980393065384
2010,"Life_Expectancy_Female","Bristol, North Somerset and South Gloucestershire",84.700101986434,83.5593903442692,82.1234236575236,81.4233935974913,81.3542026167631,82.2980393065384
2010,"Life_Expectancy_Female","Buckinghamshire, Oxfordshire and Berkshire West",84.1539364386269,83.3588139774828,81.9804637222505,80.9950812459293,NA,82.2980393065384
2010,"Life_Expectancy_Female","Cambridgeshire and Peterborough",84.0007428864286,83.0906724524028,81.9097037004392,81.2634194470247,80.1878210635153,82.2980393065384
2010,"Life_Expectancy_Female","Cheshire and Merseyside",83.4092753034812,82.8668721260275,81.5543856273085,80.4744122278904,78.8025133984985,82.2980393065384
2010,"Life_Expectancy_Female","Coventry and Warwickshire",83.4683968347209,82.653567586753,81.5345587974741,80.6331361643132,80.0951434898362,82.2980393065384
2010,"Life_Expectancy_Female","Derby and Derbyshire",84.3553069745596,82.7024153811776,81.7510319660509,80.7819663837434,80.313780643164,82.2980393065384
2010,"Life_Expectancy_Female","Devon",84.4557877840399,83.9591864185326,83.3460784634713,81.8315174184041,80.7308364497044,82.2980393065384
2010,"Life_Expectancy_Female","Dorset",85.4450478953843,84.0391223419139,82.5406679648583,81.894969074923,81.1176585600994,82.2980393065384
2010,"Life_Expectancy_Female","Frimley",84.2361424122269,82.4750342799997,82.6247004028396,82.7228583591665,NA,82.2980393065384
2010,"Life_Expectancy_Female","Gloucestershire",84.4072588141551,83.2704507542387,82.3832493102078,81.063035315267,NA,82.2980393065384
2010,"Life_Expectancy_Female","Greater Manchester",84.0830849104624,82.8646260419909,81.3123014857236,80.1244110825819,78.7253820196942,82.2980393065384
2010,"Life_Expectancy_Female","Hampshire and Isle of Wight",84.2783792587145,83.0580631591238,82.8094350593172,82.0192904227758,80.045712864952,82.2980393065384
2010,"Life_Expectancy_Female","Herefordshire and Worcestershire",83.0526705752325,83.2518379408068,82.6368257294424,81.3577449042686,NA,82.2980393065384
2010,"Life_Expectancy_Female","Hertfordshire and West Essex",83.9749913892207,82.6529184395217,82.4946450508853,NA,NA,82.2980393065384
2010,"Life_Expectancy_Female","Humber and North Yorkshire",83.4233494692725,82.863786324441,82.0924559728954,81.134272594139,79.2858443590766,82.2980393065384
2010,"Life_Expectancy_Female","Kent and Medway",83.5181307540826,82.8264300289138,81.8314760846018,80.9871597496306,80.4910991101197,82.2980393065384
2010,"Life_Expectancy_Female","Lancashire and South Cumbria",82.9387180669805,82.2655357956815,81.2335001074713,80.353410560483,79.2007322896939,82.2980393065384
2010,"Life_Expectancy_Female","Leicester, Leicestershire and Rutland",83.9187641931131,82.4585422252866,82.1996114481567,80.6300727728623,80.4252717681036,82.2980393065384
2010,"Life_Expectancy_Female","Lincolnshire",83.486635089098,82.5011748154779,81.6176131169589,80.287093264749,80.2102657924487,82.2980393065384
2010,"Life_Expectancy_Female","Mid and South Essex",84.2406741904891,82.7087433475146,81.5380203512514,80.9306639229243,80.053749723596,82.2980393065384
2010,"Life_Expectancy_Female","Norfolk and Waveney",82.3790478122044,83.8658943540535,83.3242665385873,82.3852874675592,82.1710896352595,82.2980393065384
2010,"Life_Expectancy_Female","North East London",83.5132456715587,83.7159496775763,82.6480038828106,81.7631214003223,81.1240802769707,82.2980393065384
2010,"Life_Expectancy_Female","North East and North Cumbria",83.2039823979639,82.8941313300014,81.4206979396636,80.6655211248308,79.7375882703183,82.2980393065384
2010,"Life_Expectancy_Female","North West London",85.3186628697283,84.4195386400003,83.7967608917627,83.6439906606902,84.0718163555852,82.2980393065384
2010,"Life_Expectancy_Female","Northamptonshire",83.428785580539,81.983555269615,81.7946914051618,82.2447570081066,NA,82.2980393065384
2010,"Life_Expectancy_Female","North Central London",NA,84.8417962236119,84.1934049438679,82.714491952766,81.7095491073775,82.2980393065384
2010,"Life_Expectancy_Female","Cornwall and the Isles of Scilly",NA,82.1928000819527,83.8539690866819,82.3867023452808,81.604732025876,82.2980393065384
2010,"Life_Expectancy_Male","Nottingham and Nottinghamshire",80.3658135012297,79.114005218847,77.4781424931345,76.6162542191096,74.7923019542255,78.1703092246402
2010,"Life_Expectancy_Male","North West London",81.0904670776843,80.3890663564199,79.7315287697953,78.1068112261912,78.1824773016274,78.1703092246402
2010,"Life_Expectancy_Male","Northamptonshire",80.0473330161693,78.633907408213,77.6430420457211,76.6655060197501,NA,78.1703092246402
2010,"Life_Expectancy_Male","England",80.3914229140691,79.3211538134471,78.1317860956956,76.6607399810211,74.8544552856507,78.1703092246402
2010,"Life_Expectancy_Male","North East London",80.5106870488629,79.8108611036997,78.5621559455225,77.2778974545357,76.0513291725131,78.1703092246402
2010,"Life_Expectancy_Male","North East and North Cumbria",80.074328653419,79.0517682286734,77.7411707225004,76.4249561115749,75.0828313893137,78.1703092246402
2010,"Life_Expectancy_Male","Bath and North East Somerset, Swindon and Wiltshire",79.6516807185189,78.9788629902258,77.455657704242,76.8240253872277,NA,78.1703092246402
2010,"Life_Expectancy_Male","Bedfordshire, Luton and Milton Keynes",79.6698787179829,78.7131701299886,77.6200969716112,76.4929973272936,75.7867212559442,78.1703092246402
2010,"Life_Expectancy_Male","Birmingham and Solihull",81.1275940145956,79.5465730818878,78.2799909174938,77.4590532287627,74.8547061560673,78.1703092246402
2010,"Life_Expectancy_Male","Black Country",80.3256930905112,79.4209690961684,78.3849410313976,76.5304207781645,74.3676062117488,78.1703092246402
2010,"Life_Expectancy_Male","Bristol, North Somerset and South Gloucestershire",80.633547593019,79.1857340747451,78.3299975935976,75.8584110823647,75.3026175832819,78.1703092246402
2010,"Life_Expectancy_Male","Buckinghamshire, Oxfordshire and Berkshire West",80.5524004825141,78.3990989210988,77.5518585068916,76.7060825156659,NA,78.1703092246402
2010,"Life_Expectancy_Male","Cambridgeshire and Peterborough",80.5508984122394,78.5576861325292,77.7503898901059,76.0732857177593,75.5891457479569,78.1703092246402
2010,"Life_Expectancy_Male","Cheshire and Merseyside",79.8430201929476,79.0985612200511,77.5282512483828,76.127377436371,73.959853003932,78.1703092246402
2010,"Life_Expectancy_Male","Coventry and Warwickshire",80.2948297327793,78.9822724193487,77.3340863488395,75.7641087649052,74.8013521193214,78.1703092246402
2010,"Life_Expectancy_Male","Derby and Derbyshire",80.5540753519504,79.5859637021279,77.7934251977732,76.9482596298542,75.7334740820071,78.1703092246402
2010,"Life_Expectancy_Male","Devon",82.1427325865355,80.3519015105074,79.0467493598637,78.2221629167479,74.1226864172841,78.1703092246402
2010,"Life_Expectancy_Male","Dorset",81.4296758355775,79.9228997450245,78.4910097819761,77.5002683243183,74.2558283262895,78.1703092246402
2010,"Life_Expectancy_Male","Frimley",80.0305986961046,78.7937360907537,78.357041663862,79.4907024591305,NA,78.1703092246402
2010,"Life_Expectancy_Male","Gloucestershire",80.6094607418157,79.1238183359812,78.4238946217977,76.0437050805438,NA,78.1703092246402
2010,"Life_Expectancy_Male","Greater Manchester",80.7378854129238,78.9740543236355,77.5464046307781,75.7792223970543,73.5937288118487,78.1703092246402
2010,"Life_Expectancy_Male","Hampshire and Isle of Wight",80.8659026164287,79.1796779201813,78.5562589797917,77.9174981480978,73.4296693144683,78.1703092246402
2010,"Life_Expectancy_Male","Herefordshire and Worcestershire",80.1456143825069,79.1319083491606,77.9940596091387,75.9252501035486,NA,78.1703092246402
2010,"Life_Expectancy_Male","Hertfordshire and West Essex",80.1568195504702,78.9053070052416,77.7363990101609,NA,NA,78.1703092246402
2010,"Life_Expectancy_Male","Humber and North Yorkshire",79.8328955180703,78.9277087091099,77.7968505265721,76.5023540471493,75.0213481386123,78.1703092246402
2010,"Life_Expectancy_Male","Kent and Medway",80.7446282910287,79.2810012165803,77.6171252306526,76.0792745431744,74.2436380541376,78.1703092246402
2010,"Life_Expectancy_Male","Lancashire and South Cumbria",79.7135655274732,78.5426799459349,77.2209457976573,75.2786258150985,73.8425301534836,78.1703092246402
2010,"Life_Expectancy_Male","Leicester, Leicestershire and Rutland",79.8094807974108,78.9245995109504,77.6833174572595,76.5056212228094,75.3348727899895,78.1703092246402
2010,"Life_Expectancy_Male","Lincolnshire",79.9713531002027,79.4203287754215,77.8083880130114,75.825498112175,75.4587542482109,78.1703092246402
2010,"Life_Expectancy_Male","Mid and South Essex",80.6338299555269,79.0160972351599,78.2568754138275,76.7061943184418,75.2354333672409,78.1703092246402
2010,"Life_Expectancy_Male","Norfolk and Waveney",80.2692551658898,79.751207089701,79.1706573751625,77.605693036078,77.4428530360213,78.1703092246402
2010,"Life_Expectancy_Male","Sussex",80.5473422738639,79.8182460990397,78.5768022955098,76.4953995419714,74.684830792918,78.1703092246402
2010,"Life_Expectancy_Male","West Yorkshire",80.2207041560263,78.9619960659308,77.5810077674703,76.268656742672,74.1940339531387,78.1703092246402
2010,"Life_Expectancy_Male","Cornwall and the Isles of Scilly",NA,79.5676421255527,79.5990958740231,78.4139299877219,77.9261756882391,78.1703092246402
2010,"Life_Expectancy_Male","North Central London",NA,81.5038870265524,80.2960194450827,77.9016740877892,75.8912800413005,78.1703092246402
2010,"Life_Expectancy_Male","South West London",81.0112585029193,80.1147250821329,78.5797342918713,76.6548285802781,76.1947408932512,78.1703092246402
2010,"Life_Expectancy_Male","Shropshire, Telford and Wrekin",79.6803884550147,78.9109935486838,77.9944459876729,76.3952702433334,75.7710492832364,78.1703092246402
2010,"Life_Expectancy_Male","Somerset",80.0426300879064,79.7043352723642,78.550094454954,78.6196128931545,NA,78.1703092246402
2010,"Life_Expectancy_Male","South East London",81.2759856950241,79.8268019659973,78.7381103615582,76.9571540677369,76.5379486434087,78.1703092246402
2010,"Life_Expectancy_Male","Surrey Heartlands",80.5016983804823,79.5873008508406,75.628095306953,NA,NA,78.1703092246402
2010,"Life_Expectancy_Male","South Yorkshire",81.9533385005818,79.617861942186,78.5853309262579,76.5376959199571,75.1201433376494,78.1703092246402
2010,"Life_Expectancy_Male","Staffordshire and Stoke-on-Trent",79.4005812092854,78.0507149845576,77.4700222784785,76.1198946990561,75.6533199935342,78.1703092246402
2010,"Life_Expectancy_Male","Suffolk and North East Essex",80.2901939969058,79.7152988857312,78.9008488625596,77.574544163486,77.0609481432221,78.1703092246402
2012,"Life_Expectancy_Female","North West London",85.6959580458416,85.3752664492093,84.6065597833915,83.9628650005618,83.5199904434974,83.0195881063956
2012,"Life_Expectancy_Female","Northamptonshire",83.7265113725546,82.8207649253732,82.5572262063936,81.3479506323327,NA,83.0195881063956
2012,"Life_Expectancy_Female","England",84.7910604732691,83.9383749656876,82.9081245254366,81.9780236264766,80.7308385283999,83.0195881063956
2012,"Life_Expectancy_Female","Somerset",85.1234824035654,84.8059753954306,83.6401543068595,83.2586107451762,NA,83.0195881063956
2012,"Life_Expectancy_Female","South East London",85.7300031466331,84.8276804989206,84.2231489127443,82.8424517374517,82.2500908265213,83.0195881063956
2012,"Life_Expectancy_Female","Nottingham and Nottinghamshire",84.0413317688472,83.5831371034609,82.401836114678,81.61103587976,80.8410875252158,83.0195881063956
2012,"Life_Expectancy_Female","Shropshire, Telford and Wrekin",83.7500511770727,83.5352063649734,83.1100534859295,82.0311196105702,79.819597234746,83.0195881063956
2012,"Life_Expectancy_Female","Staffordshire and Stoke-on-Trent",83.9124689655172,83.2216773894819,82.3807763401109,81.5010434782609,79.7154449235594,83.0195881063956
2012,"Life_Expectancy_Female","Suffolk and North East Essex",84.7746801600177,84.1843936551254,83.2835895536517,82.6101287456868,80.3353956834532,83.0195881063956
2012,"Life_Expectancy_Female","South West London",85.3247902485357,84.673733437222,83.357951205232,82.3647326300473,80.9723277490125,83.0195881063956
2012,"Life_Expectancy_Female","South Yorkshire",86.0113957791249,84.0044861049115,83.3398022256732,81.319243902439,80.4482386772107,83.0195881063956
2012,"Life_Expectancy_Female","Bath and North East Somerset, Swindon and Wiltshire",84.4706973768395,84.142912306543,83.1871165644172,81.9307507671285,NA,83.0195881063956
2012,"Life_Expectancy_Female","Bedfordshire, Luton and Milton Keynes",84.475841550493,83.4609384423082,82.1661360329919,81.3398631740611,80.0175559380379,83.0195881063956
2012,"Life_Expectancy_Female","Birmingham and Solihull",85.6071798452384,84.5307354555434,82.417549976755,82.8329786700012,81.4526937923621,83.0195881063956
2012,"Life_Expectancy_Female","Black Country",85.0823510849214,84.1389930862975,82.859052059052,82.1522140221402,81.136988891515,83.0195881063956
2012,"Life_Expectancy_Female","Bristol, North Somerset and South Gloucestershire",85.3964731653888,85.0248286140089,83.7163275820807,82.0224508713385,82.6677978883861,83.0195881063956
2012,"Life_Expectancy_Female","Buckinghamshire, Oxfordshire and Berkshire West",85.0795119182747,83.6536266741925,82.8882541386195,81.5844141488578,NA,83.0195881063956
2012,"Life_Expectancy_Female","Cambridgeshire and Peterborough",85.4247000821574,84.4870744533629,82.6037423846824,82.6504609595484,81.693542995129,83.0195881063956
2012,"Life_Expectancy_Female","Cheshire and Merseyside",84.2260445227539,83.7930945163293,82.4032341856861,81.3923019315048,79.8250768615167,83.0195881063956
2012,"Life_Expectancy_Female","Coventry and Warwickshire",84.7919396140739,83.569257048219,82.6039443155452,82.0022973739128,80.4535118703084,83.0195881063956
2012,"Life_Expectancy_Female","Derby and Derbyshire",84.8479874406643,83.9279537237888,82.5914027617396,81.7084832256119,81.1120596080172,83.0195881063956
2012,"Life_Expectancy_Female","Devon",84.9030462065981,84.4855335931103,83.5157138625592,82.2837445573295,80.9285783232376,83.0195881063956
2012,"Life_Expectancy_Female","Dorset",85.7587037903023,84.4104485678565,83.2072519083969,82.6002681721948,81.8605237633366,83.0195881063956
2012,"Life_Expectancy_Female","Frimley",85.2551934540941,83.7702019641993,82.6369264676418,82.5438369756112,NA,83.0195881063956
2012,"Life_Expectancy_Female","Gloucestershire",84.8358777588878,83.6678113942718,82.9391509433962,81.948834376774,NA,83.0195881063956
2012,"Life_Expectancy_Female","Greater Manchester",84.4368381240545,83.2202041410326,82.2564917325665,80.7942819585935,79.4632029301176,83.0195881063956
2012,"Life_Expectancy_Female","Hampshire and Isle of Wight",84.9383633889078,84.0669586484646,83.1598372947752,82.4544793643824,80.9480293065463,83.0195881063956
2012,"Life_Expectancy_Female","Herefordshire and Worcestershire",85.0729852097796,83.9097030541002,83.2167438058503,82.2518797716274,NA,83.0195881063956
2012,"Life_Expectancy_Female","Hertfordshire and West Essex",84.6289824290403,83.6454062430817,82.9096169686985,81.9502131287298,NA,83.0195881063956
2012,"Life_Expectancy_Female","Humber and North Yorkshire",83.7728786615295,83.4841233204863,82.4629422156057,81.7136874128659,80.4042367182246,83.0195881063956
2012,"Life_Expectancy_Female","Kent and Medway",84.787425396172,83.9629240907981,82.5458841249493,81.9024021391032,81.3179890023566,83.0195881063956
2012,"Life_Expectancy_Female","Lancashire and South Cumbria",83.796736196319,82.6295733911786,81.5820023874942,80.7804395481297,79.7111594149056,83.0195881063956
2012,"Life_Expectancy_Female","Leicester, Leicestershire and Rutland",84.7257497558934,83.5284098862124,82.6577331533132,81.9671768067195,81.270526140951,83.0195881063956
2012,"Life_Expectancy_Female","Lincolnshire",84.0153029445074,83.4319851576994,82.5210361315651,81.4694025090368,79.8979591836735,83.0195881063956
2012,"Life_Expectancy_Female","Mid and South Essex",84.7886408885797,83.4762601626016,82.678916827853,81.8730627306273,80.5918574032813,83.0195881063956
2012,"Life_Expectancy_Female","Norfolk and Waveney",83.3816284378698,84.2890712945591,84.0926282473553,82.9057639251847,83.0813877415048,83.0195881063956
2012,"Life_Expectancy_Female","North Central London",86.756779233871,85.1928724702308,84.8904175588865,84.0292001530807,83.3241342245473,83.0195881063956
2012,"Life_Expectancy_Female","North East London",84.7542804257288,84.697180043384,83.8736046187754,82.7364743250397,82.3556643567339,83.0195881063956
2012,"Life_Expectancy_Female","North East and North Cumbria",84.433438520139,83.5985586741079,82.1672324881822,81.2519699812383,80.3007890365449,83.0195881063956
2012,"Life_Expectancy_Female","Cornwall and the Isles of Scilly",NA,84.0206395070248,83.6365051086993,82.6750937734433,82.2723362011912,83.0195881063956
2012,"Life_Expectancy_Female","Surrey Heartlands",84.9517354221223,83.7917624581463,81.493028538553,NA,NA,83.0195881063956
2012,"Life_Expectancy_Female","Sussex",85.2212107260407,84.2453492819799,83.5971775417299,82.7713287823464,80.9608541973491,83.0195881063956
2012,"Life_Expectancy_Female","West Yorkshire",84.9127985919035,83.2513861921703,82.1176331918906,81.4454121171578,80.2488721804511,83.0195881063956
2012,"Life_Expectancy_Male","North East and North Cumbria",80.6370481172773,79.7664706126852,78.5993984650488,76.9218724993332,75.6248251748252,78.7987489457231
2012,"Life_Expectancy_Male","England",81.0033858267717,79.9226222622262,78.749430974765,77.4555146923578,75.8291700903862,78.7987489457231
2012,"Life_Expectancy_Male","Norfolk and Waveney",81.0935604529907,80.3474219100284,79.6549815624075,77.9640779943358,77.8597986409688,78.7987489457231
2012,"Life_Expectancy_Male","North Central London",83.3462628089211,82.1820574544436,80.9555422048663,78.9659310344827,77.5608955870652,78.7987489457231
2012,"Life_Expectancy_Male","North East London",81.2365131578947,80.3692973256424,79.4007482299805,78.414835461248,77.4527975584944,78.7987489457231
